pdf_path,page_no,success,processing_time,error,timestamp
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Yener_2005_OIP131_Amuq_Reg_Proj.pdf,72,True,3.05,,2025-10-09T12:02:06.820967
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\KAH 1 (1911) & 2 (1922).pdf,22,True,1.01,,2025-10-09T12:02:07.832952
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Melchert_LUVLEX.pdf,288,True,2.60,,2025-10-09T12:02:10.432356
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Albayrak_2005_JEOL39_5urkunden.PDF,5,True,2.47,,2025-10-09T12:02:12.906879
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\AAA 1-2, 1908-9.pdf",137,True,2.01,,2025-10-09T12:02:14.914144
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\kupper1973 (1).PDF,10,True,16.42,,2025-10-09T12:02:31.332982
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\AnSt 34, 1984.pdf",5,True,3.65,,2025-10-09T12:02:34.987906
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\klengel1969.PDF,2,True,19.60,,2025-10-09T12:02:54.587315
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\ICK 2, 1962.pdf",139,True,0.84,,2025-10-09T12:02:55.427176
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\pardee1978d (3).PDF,2,True,14.94,,2025-10-09T12:03:10.367210
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Anatolica 28, 2002.pdf",66,True,20.79,,2025-10-09T12:03:31.156013
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Dercksen 2004 Old Assyrian Institutions PIHANS-98.pdf,115,True,1.66,,2025-10-09T12:03:32.812606
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Michel C.- Old Assyrian Bibliography (OAAS 1 -PIHANS 97, 2003) (OCR).pdf",103,True,0.65,,2025-10-09T12:03:33.463110
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Marzahn, J & Salje, B. eds. - Wiedererstehendes Assur. 100 Jahre deutsche Ausgrabungen in Assyrien. 2003.pdf",181,True,2.49,,2025-10-09T12:03:35.953379
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\parry1999.PDF,50,True,13.36,,2025-10-09T12:03:49.319095
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\AnSt 13, 1963.pdf",96,True,5.73,,2025-10-09T12:03:55.050071
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Bayram_1996_Bel229_slavery.pdf,9,True,15.27,,2025-10-09T12:04:10.323955
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Saskova_K_ed_Climb_the_Wall_of_Uruk_Essa.pdf,35,True,1.03,,2025-10-09T12:04:11.351735
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\ANATOLIAS_PROLOGUE_KULTEPE_KANESH_KARUM.pdf,302,True,23.51,,2025-10-09T12:04:34.859401
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\POAT, 1983.pdf",11,True,15.31,,2025-10-09T12:04:50.168534
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\AnSt 41, 1991.pdf",241,True,135.35,,2025-10-09T12:07:05.516030
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\AKT 7b.pdf,447,True,126.49,,2025-10-09T12:09:12.012021
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\CTTMA 1, 1988.pdf",75,True,3.45,,2025-10-09T12:09:15.462792
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Anatolica 30, 2004.pdf",193,True,70.06,,2025-10-09T12:10:25.523695
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Cayır_208_Six Docum. Contain. Decisions; Fs. Garelli.pdf,4,True,188.30,,2025-10-09T12:13:33.825026
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Michel, Cécile - Innāya dans les Tablettes Paléo-Assyriennes I, Analyse. ERC 1, 1991.pdf",267,True,11.10,,2025-10-09T12:13:44.930660
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Matous, Lubor - Kappadokische Keilschrifttafeln mit Siegeln (KKS). ICK 3, 1984(cut).pdf",15,True,13.66,,2025-10-09T12:13:58.589885
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\buccellati1997.PDF,3,True,14.33,,2025-10-09T12:14:12.916899
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\NABU (missing 1999 no.2) (2).pdf,1336,True,14.15,,2025-10-09T12:14:27.067038
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Hertel_2013_OAAS6_OA legal practices.pdf,482,True,0.55,,2025-10-09T12:14:27.620064
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\NABU (missing 1999 no.2) (1).pdf,1267,True,13.50,,2025-10-09T12:14:41.116877
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\RGTC-3 - OB.pdf,227,True,11.81,,2025-10-09T12:14:52.929653
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\CAD (A-N).pdf,107,True,1.11,,2025-10-09T12:14:54.040533
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Kultepe-Kanes_A_Second_Millennium_B.C.E._Trading_Center_on_the_Central_Plateau-libre.pdf,17,True,12.45,,2025-10-09T12:15:06.489899
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\AnSt 35, 1985.pdf",22,True,3.65,,2025-10-09T12:15:10.139825
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Pruzsinszky_2003_SCCNH13_Personnennamen_Texte_aus_Emar.pdf,52,True,0.57,,2025-10-09T12:15:10.714504
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Veenhof, Klaas R. - Modern Features in Old Assyrian Trade. JESHO 40-4 1997 336-366 (1).pdf",17,True,0.35,,2025-10-09T12:15:11.065873
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\NABU 1987.1 - 4014.4.pdf,1096,True,1.29,,2025-10-09T12:15:12.359293
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Grayson, A. Kirk - Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC). RIMA 1, 1987.pdf",190,True,12.00,,2025-10-09T12:15:24.362040
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Michel, Cécile - Innāya dans les Tablettes Paléo-Assyriennes II, Edition des Textes. ERC 2, 1991.pdf",347,True,9.54,,2025-10-09T12:15:33.905786
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\AKT 7b.pdf,450,True,0.59,,2025-10-09T12:15:34.499166
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Kramer, Samuel N. - Sumerian Literary Tablets and Fragments in the Archaeological Museum of Istanbul - II. TTKY VI 13a, 1976(cut).pdf",114,True,11.53,,2025-10-09T12:15:46.030180
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\baer1963.PDF,10,True,14.54,,2025-10-09T12:16:00.570728
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\BIN 6, 1944.pdf",67,True,14.28,,2025-10-09T12:16:14.852843
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Sayce_1912_Bab6_tablets_UPenn.pdf,1,True,13.99,,2025-10-09T12:16:28.846378
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Text References\Keilschriftbibliographie (1)\Keibi65-Band 65 (2006).pdf,17,True,1.41,,2025-10-09T12:16:30.257930
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Erol OLD_ASSYRIAN_METAL_TRADE_ITS_VOLUME_AND.pdf,3,True,1.11,,2025-10-09T12:16:31.372545
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\oip129 ED to OAkk transition.pdf,203,True,6.99,,2025-10-09T12:16:38.361471
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Klinkott, Kubisch, and Muller-Wollermann, eds - Geschenke und Steuern, Zolle und Tribute. CHANE 29, 2007.pdf",476,True,0.50,,2025-10-09T12:16:38.863626
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Stratford_2015_Subartu_35.pdf,4,True,1.80,,2025-10-09T12:16:40.661379
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Orlin, Louis L. - Assyrian Colonies in Cappadocia (ACC). SAH 1, 1970(cut).pdf",125,True,41.55,,2025-10-09T12:17:22.211664
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\AnSt 16, 1966.pdf",134,True,5.61,,2025-10-09T12:17:27.827865
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\CAD (A-N).pdf,3850,True,3.83,,2025-10-09T12:17:31.664518
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Bryce_1985_AoF12_developments.pdf,4,True,1.00,,2025-10-09T12:17:32.664909
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\jamesh1991.PDF,13,True,74.86,,2025-10-09T12:18:47.524788
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\PRU III combined.pdf,301,True,62.04,,2025-10-09T12:19:49.567433
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Zeidenberg, Deborah - The Kultepe Disk-Figurines. Thesis Harvard, 1989.pdf",48,True,58.53,,2025-10-09T12:20:48.094354
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Hecker, K., G. Kryszat & L. Matouš - Kappadokische Keilschrifttafeln aus den Sammlungen der Karlsuniversität Prag. ICK 4, 1998(cut).pdf",316,True,74.74,,2025-10-09T12:22:02.831797
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Text References\AfO Register\afo_realien.pdf,1203,True,1.08,,2025-10-09T12:22:03.908567
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\momrak.pdf,328,True,0.52,,2025-10-09T12:22:04.427508
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Text References\AfO Register\afo_realien.pdf,1563,True,1.09,,2025-10-09T12:22:05.515130
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Dercksen 2015 The goddess who was robbed of her jewellery Anatolica 41, 37-59..pdf",5,True,59.44,,2025-10-09T12:23:04.951624
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Edwards, I.E.S. ed. - Early History of the Middle East. CAH  1.2, 1971.pdf",904,True,9.45,,2025-10-09T12:23:14.400008
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\NABU (missing 1999 no.2) (2).pdf,837,True,71.50,,2025-10-09T12:24:25.902795
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Anatolica 30, 2004.pdf",35,True,2.99,,2025-10-09T12:24:28.888992
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\RGTC-10 Fincke (1993).pdf,226,True,4.14,,2025-10-09T12:24:33.029757
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",204,True,13.95,,2025-10-09T12:24:46.981076
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Radau BE 17 1.pdf,90,True,0.62,,2025-10-09T12:24:47.598591
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Dercksen, J.G. et al. - Veenhof Anniversary Volume. PIHANS 89, 2001.pdf",207,True,19.04,,2025-10-09T12:25:06.641231
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Innaya 2, 1991.pdf",169,True,11.62,,2025-10-09T12:25:18.261883
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Papazan 2005 Dissertation-NEW.pdf,123,True,0.45,,2025-10-09T12:25:18.709637
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\CAD (N-Z).pdf,3543,True,1.93,,2025-10-09T12:25:20.644329
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Ichisar, Metin - Les archives cappadociennes du marchand Imdilum. ERC 1981(cut).pdf",271,True,12.26,,2025-10-09T12:25:32.903933
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\AnSt 41, 1991.pdf",242,True,1.63,,2025-10-09T12:25:34.534820
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\AnSt 51, 2001.pdf",136,True,8.05,,2025-10-09T12:25:42.587448
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\sbd.PDF,104,True,17.70,,2025-10-09T12:26:00.287875
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Veenhof, Klaas R. - The Old Assyrian List of Year Eponyms from Karum Kanish. TTKY VI 64, 2003.pdf",6,True,0.34,,2025-10-09T12:26:00.629455
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Michel, Cecile ed. - Old Assyrian Studies in Memory of Paul Garelli. PIHANS 112, 2008 (2).pdf",85,True,1.24,,2025-10-09T12:26:01.873657
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Buccellati, Federiko - Altassyrische Glyptik. Eine Inhaltliche und Methodologische Annaherung. Diss Tubingen 2005.pdf",596,True,14.92,,2025-10-09T12:26:16.798209
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Barjamovic, Gojko - A Historical Geography of Anatolia in the Old Assyrian Colony Period. CNIP 38, 2011.pdf",352,True,4.95,,2025-10-09T12:26:21.750542
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\musti1984.PDF,15,True,13.80,,2025-10-09T12:26:35.548865
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Langdon PBS 10 4.pdf,14,True,0.36,,2025-10-09T12:26:35.910901
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Erkanal, Armagan - Die in Anatolien vorkommenden altsyrischen Siegel und Siegelabdrucke. TTKY VI 42, 1993.pdf",307,True,9.27,,2025-10-09T12:26:45.179576
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Erkanal-Öktü, A. et al eds - Bati Anadolu ve Dogu Akdeniz Ged Tunc Cagi Kulturleri. 2008(cut).pdf",122,True,102.35,,2025-10-09T12:28:27.533202
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\NABU (missing 1999 no.2).pdf,1477,True,13.44,,2025-10-09T12:28:40.977977
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Larsen 1979 - Power and Propaganda. Mesopotamia 7, 1979.pdf",141,True,0.43,,2025-10-09T12:28:41.413804
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Edwards, I.E.S. ed. - Early History of the Middle East. CAH  1.2, 1971.pdf",642,True,0.58,,2025-10-09T12:28:41.990718
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\ANATOLIAS_PROLOGUE_KULTEPE_KANESH_KARUM.pdf,306,True,10.79,,2025-10-09T12:28:52.785137
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Hoffner, H & G. Beckman eds - Kaniššuwar. A Tribute to Hans G. Güterbock on his 75th Birthday. AS 23, 1986.pdf",62,True,1.37,,2025-10-09T12:28:54.154681
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Alp_1997_ArAn3_BilgicFS_ticaret.pdf,15,True,0.84,,2025-10-09T12:28:54.996342
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\dincols_wilhelm.PDF,3,True,17.28,,2025-10-09T12:29:12.273254
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\KBo 37.pdf,36,True,12.52,,2025-10-09T12:29:24.793002
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Larsen, M. T. - AKT 6b, 2013.pdf",304,True,2.01,,2025-10-09T12:29:26.802016
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\CAD (N-Z).pdf,3161,True,2.03,,2025-10-09T12:29:28.831174
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\NABU 1987.1 - 4014.4.pdf,468,True,0.87,,2025-10-09T12:29:29.700879
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Schorr_Urkunden_Altbabylonischen_Zivil_und_Prozessrechts.pdf,184,True,1.17,,2025-10-09T12:29:30.873924
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\CAD (N-Z).pdf,2058,True,5.94,,2025-10-09T12:29:36.811401
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Veenhof, K. & Eidem, J. - Mesopotamia, The Old Assyrian Period. OBO 160.5, 2008.pdf",19,True,0.63,,2025-10-09T12:29:37.446940
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\NABU 1987.1 - 4014.4.pdf,1363,True,0.89,,2025-10-09T12:29:38.336388
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Vincentediss.pdf,229,True,71.49,,2025-10-09T12:30:49.824961
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Green, Alberto R. W. - The Storm-God in the Ancient Near East. 2003.pdf",14,True,2.84,,2025-10-09T12:30:52.666891
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Larsen_2015_Ancient_Kanesh (2015).pdf,28,True,46.42,,2025-10-09T12:31:39.086284
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Michel, Cécile - Innāya dans les Tablettes Paléo-Assyriennes I, Analyse. ERC 1, 1991.pdf",177,True,48.90,,2025-10-09T12:32:27.989619
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Dercksen, J. G. ed. - Assyria and Beyond, Studies Presented to Mogens Trolle Larsen, FS Larsen. PIHANS 100, 2004.pdf",438,True,14.67,,2025-10-09T12:32:42.660232
G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\tadmor1987.PDF,5,True,70.49,,2025-10-09T12:33:53.151820
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Veenhof, K. & Klengel-Brandt E. - Altassyrische Tontafeln aus Kültepe Texte und Siegelabrollungen. VAS NS 10 (26), 1992.pdf",51,True,40.48,,2025-10-09T12:34:33.642793
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\Larsen 2010 - The Archive of the Šalim-Aššur Family, Vol. 1. The First Two Generations. (A)TK 6-a, TTKY 33d-a, 2010 (preprint).pdf",144,True,32.92,,2025-10-09T12:35:06.561351
"G:\.shortcut-targets-by-id\1VhQSilnVXpZtOWwAtGF6_s1zhfBIlLWU\Secondary Sources\AnSt 30, 1980.pdf",174,True,4.68,,2025-10-09T12:35:11.245956
